30721,258,16,8,31760,"file1039"
30721,259,16,8,31833,"file1112"
30721,260,16,8,31868,"file1147"
30721,261,16,8,31916,"file1195"
30721,262,16,8,32003,"file1282"
30721,263,16,8,32014,"file1293"
30721,264,464,8,32068,"file1347"
30721,266,16,7,31278,"file557"
30721,267,16,7,31289,"file568"
30721,268,16,7,31353,"file632"
30721,269,16,7,31374,"file653"
30721,270,16,7,31469,"file748"
30721,271,16,7,31485,"file764"
30721,272,16,7,31555,"file834"
30721,273,16,7,31616,"file895"
30721,274,16,7,31656,"file935"
30721,275,16,7,31678,"file957"
30721,276,16,7,31717,"file996"
30721,277,16,8,31724,"file1003"
30721,278,16,8,31784,"file1063"
30721,279,16,8,31905,"file1184"
30721,280,16,8,31956,"file1235"
30721,281,16,8,31958,"file1237"
30721,282,16,8,31984,"file1263"
30721,283,16,8,32039,"file1318"
30721,284,16,8,32069,"file1348"
30721,285,16,8,32117,"file1396"
30721,286,16,8,32192,"file1471"
30721,287,480,8,32200,"file1479"
30721,289,16,7,31349,"file628"
30721,290,16,7,31373,"file652"
30721,291,16,7,31378,"file657"
30721,292,16,7,31381,"file660"
30721,293,16,7,31464,"file743"
30721,294,16,7,31551,"file830"
30721,295,16,7,31556,"file835"
30721,296,16,7,31561,"file840"
30721,297,16,7,31584,"file863"
30721,298,16,7,31602,"file881"
30721,299,16,7,31628,"file907"
30721,300,16,7,31638,"file917"
30721,301,16,7,31639,"file918"
30721,302,16,7,31675,"file954"
30721,303,16,7,31679,"file958"
30721,304,16,8,31891,"file1170"
30721,305,16,8,31906,"file1185"
30721,306,16,8,31967,"file1246"
30721,307,16,8,31994,"file1273"
30721,308,16,8,32035,"file1314"
30721,309,432,8,32089,"file1368"
30721,311,16,7,31237,"file516"
30721,312,16,7,31262,"file541"
30721,313,16,7,31276,"file555"
30721,314,16,7,31280,"file559"
30721,315,16,7,31282,"file561"
30721,316,16,7,31314,"file593"
30721,317,16,7,31342,"file621"
30721,318,16,7,31369,"file648"
30721,319,16,7,31392,"file671"
30721,320,16,7,31399,"file678"
30721,321,16,7,31422,"file701"
30721,322,16,7,31424,"file703"
30721,323,16,7,31508,"file787"
30721,324,16,7,31521,"file800"
30721,325,16,7,31528,"file807"
30721,326,16,7,31531,"file810"
30721,327,16,7,31542,"file821"
30721,328,16,7,31586,"file865"
30721,329,16,7,31620,"file899"
30721,330,16,7,31623,"file902"
30721,331,16,7,31652,"file931"
30721,332,16,7,31658,"file937"
30721,333,16,7,31706,"file985"
30721,334,16,8,31792,"file1071"
30721,335,16,8,31859,"file1138"
30721,336,16,8,31866,"file1145"
30721,337,16,8,31887,"file1166"
30721,338,16,8,31911,"file1190"
30721,339,16,8,31915,"file1194"
30721,340,16,8,31951,"file1230"
30721,341,16,8,31998,"file1277"
30721,342,16,8,32157,"file1436"
30721,343,16,8,32183,"file1462"
30721,344,256,8,32189,"file1468"
30721,346,57617,1,123152,""
30721,347,0,0,0,""
30721,348,0,0,0,""
30721,349,0,0,0,""
30721,350,0,0,0,""
30721,351,0,0,0,""
30721,352,0,0,0,""
30721,353,0,0,0,""
30721,354,0,0,0,""
30721,355,0,0,0,""
30721,356,0,0,0,""
30721,357,0,0,0,""
30721,358,0,0,0,""
30721,359,0,0,0,""
30721,360,0,0,0,""
30721,361,0,0,0,""
30721,362,0,0,0,""
30721,363,0,0,0,""
30721,364,0,0,0,""
30721,365,0,0,0,""
30721,366,0,0,0,""
30721,367,0,0,0,""
30721,368,0,0,0,""
30721,369,0,0,0,""
30721,370,0,0,0,""
