2,0,12,1,2,"."
2,1,1012,2,2,".."
2,2,20,10,11,"lost+found"
2,3,32,22,12,"EdbJ8KVVz7X4ACG3oeA6I2"
2,4,32,24,12,"DwyaDyI3aU7hfIBpjBqH8qvQ"
2,5,32,21,12,"aRAUEP5G7aW3wLEjr4Wt3"
2,6,36,27,12,"jFI3IenEO0QBSt2fqsYQo7hK2Cb"
2,7,32,21,12,"6XfKgu6EQubpkefp5bKsE"
2,8,36,27,12,"yNUIyQkP5A2xbq7qcbHb9IjpE23"
2,9,36,25,13,"wqMamqp9P1XvUXZgJCJkbvj0R"
2,10,36,28,14,"j30i7J9cTQVVSHTNqZzUZCxXvRjz"
2,11,32,21,16,"QKMjCJR7WL4WgpPMOt5hW"
2,12,32,23,17,"MRB8SfhpqzBZBY2qRVMnHgD"
2,13,36,27,18,"SqfIGrekAKuo1h3vMEKtAVFT0VP"
2,14,36,25,21,"oLJGZpDg8K6PTCWOi6RPPjWSL"
2,15,596,2,14337,"D1"
2,16,212,204,24,"jngxKOsI8wbefCPaBcfZosmGEfFrwwTPN7xi8iMW8vHW5ptDj8IuEOyqiUdvbYNQzZX8BZD4lwnoBrl2frj7XT9m9Kvq6VxJCGXb6kn19kkAXujfqm9myJOQnyHDrtOyNpS4vd2i0Crw4QBWlntg1F5XcvAeGZlNccsxiFah7GmljTKbOePSHN0OCsBkddbIfTepbaWrUAtI"
2,17,36,28,12,"ONqmZkTxV0JraRnI3wuZxWYqOFZr"
2,18,36,27,12,"vl2cZ3a6OlMryHVAXjmneD1pEDi"
2,19,40,32,25,"	:,pjZ%mnU>y3<l%FCF#h$S8VAm9<n"
2,20,28,20,15,"4IiEYJDb0xUjHSSOuCDO"
2,21,20,11,22,"sparse_file"
2,22,40,29,12,"hpZNeamTyWv2O9dqje7yEXiYCN2wV"
2,23,40,29,19,"nqcfq6Rvab1MXSOQV8qlLXn1vwevm"
2,24,24,15,23,"zero_block_file"
2,25,28,20,12,"8K63026tBhlYNLT3rMM6"
2,26,36,28,12,"cEDkTeOTB0BlmhS0EycMtujpuxz1"
2,27,484,15,30721,"large_directory"
11,0,12,1,11,"."
11,1,1012,2,2,".."
14337,0,12,1,14337,"."
14337,1,12,2,2,".."
14337,2,1000,2,14338,"D2"
14338,0,12,1,14337,"."
14338,1,12,2,14339,".."
14338,2,1000,2,14339,"D3"
14339,0,12,1,14339,"."
14339,1,1012,2,14338,".."
30721,0,12,1,30721,"."
30721,1,1012,2,2,".."
30721,3,16,7,31270,"file549"
30721,4,16,7,31295,"file574"
30721,5,16,7,31326,"file605"
30721,6,16,7,31332,"file611"
30721,7,16,7,31395,"file674"
30721,8,16,7,31433,"file712"
30721,9,16,7,31436,"file715"
30721,10,16,7,31438,"file717"
30721,11,16,7,31445,"file724"
30721,12,16,7,31514,"file793"
30721,13,16,7,31545,"file824"
30721,14,16,7,31547,"file826"
30721,15,16,7,31568,"file847"
30721,16,16,7,31599,"file878"
30721,17,16,7,31604,"file883"
30721,18,16,7,31625,"file904"
30721,19,16,7,31632,"file911"
30721,20,16,7,31654,"file933"
30721,21,16,7,31670,"file949"
30721,22,16,7,31683,"file962"
30721,23,16,7,31704,"file983"
30721,24,16,7,31718,"file997"
30721,25,16,8,31739,"file1018"
30721,26,16,8,31742,"file1021"
30721,27,16,8,31756,"file1035"
30721,28,16,8,31791,"file1070"
30721,29,16,8,31820,"file1099"
30721,30,16,8,31847,"file1126"
30721,31,16,8,31886,"file1165"
30721,32,16,8,31940,"file1219"
30721,33,16,8,31960,"file1239"
30721,34,16,8,32004,"file1283"
30721,35,16,8,32017,"file1296"
30721,36,16,8,32022,"file1301"
30721,37,16,8,32027,"file1306"
30721,38,16,8,32054,"file1333"
30721,39,16,8,32138,"file1417"
30721,40,16,8,32152,"file1431"
30721,41,16,8,32177,"file1456"
30721,42,16,8,32195,"file1474"
30721,43,16,8,32219,"file1498"
30721,45,16,7,31232,"file511"
30721,46,16,7,31238,"file517"
30721,47,16,7,31258,"file537"
30721,48,16,7,31286,"file565"
30721,49,16,7,31296,"file575"
30721,50,16,7,31333,"file612"
30721,51,16,7,31354,"file633"
30721,52,16,7,31370,"file649"
30721,53,16,7,31398,"file677"
30721,54,16,7,31434,"file713"
30721,55,16,7,31466,"file745"
30721,56,16,7,31512,"file791"
30721,57,16,7,31536,"file815"
30721,58,16,7,31537,"file816"
30721,59,16,7,31546,"file825"
30721,60,16,7,31554,"file833"
30721,61,16,7,31575,"file854"
30721,62,16,7,31641,"file920"
30721,63,16,7,31674,"file953"
30721,64,16,7,31682,"file961"
30721,65,16,7,31703,"file982"
30721,66,16,8,31730,"file1009"
30721,67,16,8,31748,"file1027"
30721,68,16,8,31755,"file1034"
30721,69,16,8,31765,"file1044"
30721,70,16,8,31770,"file1049"
30721,71,16,8,31782,"file1061"
30721,72,16,8,31794,"file1073"
30721,73,16,8,31803,"file1082"
30721,74,16,8,31818,"file1097"
30721,75,16,8,31904,"file1183"
30721,76,16,8,31929,"file1208"
30721,77,16,8,31952,"file1231"
30721,78,16,8,31981,"file1260"
30721,79,16,8,32010,"file1289"
30721,80,16,8,32021,"file1300"
30721,81,16,8,32028,"file1307"
30721,82,16,8,32045,"file1324"
30721,83,16,8,32080,"file1359"
30721,84,16,8,32120,"file1399"
30721,85,16,8,32151,"file1430"
30721,86,16,8,32155,"file1434"
30721,87,16,8,32193,"file1472"
30721,88,16,8,32194,"file1473"
30721,90,16,7,31257,"file536"
30721,91,16,7,31284,"file563"
30721,92,16,7,31403,"file682"
30721,93,16,7,31427,"file706"
30721,94,16,7,31450,"file729"
30721,95,16,7,31458,"file737"
30721,96,16,7,31475,"file754"
30721,97,16,7,31488,"file767"
30721,98,16,7,31520,"file799"
30721,99,16,7,31543,"file822"
30721,100,16,7,31548,"file827"
30721,101,16,7,31593,"file872"
30721,102,16,7,31597,"file876"
30721,103,16,7,31603,"file882"
30721,104,16,7,31610,"file889"
30721,105,16,7,31684,"file963"
30721,106,16,7,31694,"file973"
30721,107,16,8,31795,"file1074"
30721,108,16,8,31875,"file1154"
30721,109,16,8,31880,"file1159"
30721,110,16,8,31925,"file1204"
30721,111,16,8,31946,"file1225"
30721,112,16,8,31971,"file1250"
30721,113,16,8,32034,"file1313"
30721,114,16,8,32055,"file1334"
30721,115,16,8,32061,"file1340"
30721,116,16,8,32091,"file1370"
30721,117,16,8,32125,"file1404"
30721,118,16,8,32174,"file1453"
30721,119,16,8,32199,"file1478"
30721,120,336,8,32203,"file1482"
30721,122,16,7,31275,"file554"
30721,123,16,7,31331,"file610"
30721,124,16,7,31343,"file622"
30721,125,16,7,31394,"file673"
30721,126,16,7,31425,"file704"
30721,127,16,7,31429,"file708"
30721,128,16,7,31504,"file783"
30721,129,16,7,31576,"file855"
30721,130,16,7,31618,"file897"
30721,131,16,8,31759,"file1038"
30721,132,16,8,31763,"file1042"
30721,133,16,8,31766,"file1045"
30721,134,16,8,31790,"file1069"
30721,135,16,8,31831,"file1110"
30721,136,16,8,31857,"file1136"
30721,137,16,8,31870,"file1149"
30721,138,16,8,31883,"file1162"
30721,139,16,8,31899,"file1178"
30721,140,16,8,31909,"file1188"
30721,141,16,8,31913,"file1192"
30721,142,16,8,32032,"file1311"
30721,143,16,8,32058,"file1337"
30721,144,16,8,32063,"file1342"
30721,145,16,8,32103,"file1382"
30721,146,16,8,32149,"file1428"
30721,147,416,8,32178,"file1457"
30721,149,16,7,31234,"file513"
30721,150,16,7,31253,"file532"
30721,151,16,7,31287,"file566"
30721,152,16,7,31344,"file623"
30721,153,16,7,31385,"file664"
30721,154,16,7,31387,"file666"
30721,155,16,7,31389,"file668"
30721,156,16,7,31397,"file676"
30721,157,16,7,31442,"file721"
30721,158,16,7,31497,"file776"
30721,159,16,7,31574,"file853"
30721,160,16,7,31614,"file893"
30721,161,16,7,31642,"file921"
30721,162,16,7,31657,"file936"
30721,163,16,7,31663,"file942"
30721,164,16,7,31672,"file951"
30721,165,16,8,31768,"file1047"
30721,166,16,8,31802,"file1081"
30721,167,16,8,31806,"file1085"
30721,168,16,8,31821,"file1100"
30721,169,16,8,31829,"file1108"
30721,170,16,8,31834,"file1113"
30721,171,16,8,31837,"file1116"
30721,172,16,8,31863,"file1142"
30721,173,16,8,31876,"file1155"
30721,174,16,8,31898,"file1177"
30721,175,16,8,31944,"file1223"
30721,176,16,8,31973,"file1252"
30721,177,16,8,32007,"file1286"
30721,178,16,8,32026,"file1305"
30721,179,16,8,32046,"file1325"
30721,180,16,8,32047,"file1326"
30721,181,16,8,32052,"file1331"
30721,182,16,8,32132,"file1411"
30721,183,16,8,32162,"file1441"
30721,184,16,8,32202,"file1481"
30721,185,16,8,32204,"file1483"
30721,186,64,8,32211,"file1490"
30721,188,16,7,31274,"file553"
30721,189,16,7,31285,"file564"
30721,190,16,7,31320,"file599"
30721,191,16,7,31330,"file609"
30721,192,16,7,31345,"file624"
30721,193,16,7,31384,"file663"
30721,194,16,7,31416,"file695"
30721,195,16,7,31431,"file710"
30721,196,16,7,31443,"file722"
30721,197,16,7,31462,"file741"
30721,198,16,7,31510,"file789"
30721,199,16,7,31517,"file796"
30721,200,16,7,31569,"file848"
30721,201,16,7,31588,"file867"
30721,202,16,7,31681,"file960"
30721,203,16,7,31711,"file990"
30721,204,16,8,31725,"file1004"
30721,205,16,8,31817,"file1096"
30721,206,16,8,31830,"file1109"
30721,207,16,8,31839,"file1118"
30721,208,16,8,31889,"file1168"
30721,209,16,8,31950,"file1229"
30721,210,480,8,31972,"file1251"
30721,212,16,7,31233,"file512"
30721,213,16,7,31243,"file522"
30721,214,16,7,31277,"file556"
30721,215,16,7,31310,"file589"
30721,216,16,7,31365,"file644"
30721,217,16,7,31465,"file744"
30721,218,16,7,31483,"file762"
30721,219,16,7,31491,"file770"
30721,220,16,7,31503,"file782"
30721,221,16,7,31559,"file838"
30721,222,16,7,31562,"file841"
30721,223,16,7,31624,"file903"
30721,224,16,7,31629,"file908"
30721,225,16,7,31634,"file913"
30721,226,16,7,31653,"file932"
30721,227,16,7,31693,"file972"
30721,228,16,7,31714,"file993"
30721,229,16,8,31746,"file1025"
30721,230,16,8,31764,"file1043"
30721,231,16,8,31807,"file1086"
30721,232,16,8,31827,"file1106"
30721,233,16,8,31872,"file1151"
30721,234,16,8,31919,"file1198"
30721,235,16,8,31990,"file1269"
30721,236,16,8,32015,"file1294"
30721,237,16,8,32030,"file1309"
30721,238,16,8,32100,"file1379"
30721,239,16,8,32140,"file1419"
30721,240,16,8,32168,"file1447"
30721,241,16,8,32188,"file1467"
30721,242,256,8,32213,"file1492"
30721,244,16,7,31267,"file546"
30721,245,16,7,31322,"file601"
30721,246,16,7,31329,"file608"
30721,247,16,7,31359,"file638"
30721,248,16,7,31396,"file675"
30721,249,16,7,31487,"file766"
30721,250,16,7,31494,"file773"
30721,251,16,7,31534,"file813"
30721,252,16,7,31567,"file846"
30721,253,16,7,31621,"file900"
30721,254,16,7,31622,"file901"
30721,255,16,7,31697,"file976"
30721,256,16,7,31708,"file987"
30721,257,16,8,31749,"file1028"
