#lab2b
add-none,1,100,200,93422,467,0
add-none,1,1000,2000,110838,55,0
add-none,1,10000,20000,223792,11,0
add-none,1,100000,200000,1827788,9,0
add-none,2,100,400,137323,343,0
add-none,2,1000,4000,236017,59,0
add-none,2,10000,40000,741335,18,-1152
add-none,2,100000,400000,4272911,10,-93163
add-none,4,100,800,149982,187,0
add-none,4,1000,8000,169280,21,-255
add-none,4,10000,80000,1568280,19,-4559
add-none,4,100000,800000,15210185,19,-39009
add-none,8,100,1600,347255,217,0
add-none,8,1000,16000,405325,25,-65
add-none,8,10000,160000,8752161,54,-4563
add-none,8,100000,1600000,28976128,18,-65469
add-none,12,100,2400,505438,210,0
add-none,12,1000,24000,495965,20,0
add-none,12,10000,240000,4025462,16,-1607
add-none,12,100000,2400000,44889537,18,-94472
add-yield-none,2,10,40,100481,2512,0
add-yield-none,2,20,80,115283,1441,9
add-yield-none,2,40,160,210123,1313,12
add-yield-none,2,80,320,217214,678,2
add-yield-none,2,100,400,215005,537,-41
add-yield-none,2,1000,4000,946473,236,-37
add-yield-none,2,10000,40000,9769930,244,-88
add-yield-none,2,100000,400000,77219639,193,-20642
add-yield-none,4,10,80,191664,2395,0
add-yield-none,4,20,160,199059,1244,0
add-yield-none,4,80,640,251481,392,74
add-yield-none,4,100,800,237609,297,2
add-yield-none,4,1000,8000,892633,111,233
add-yield-none,4,10000,80000,7208425,90,49
add-yield-none,4,100000,800000,72681325,90,-204
add-yield-none,8,10,160,315419,1971,9
add-yield-none,8,20,320,291777,911,16
add-yield-none,8,40,640,283656,443,90
add-yield-none,8,80,1280,323706,252,111
add-yield-none,8,100,1600,290689,181,310
add-yield-none,8,1000,16000,1384279,86,340
add-yield-none,8,10000,160000,11665301,72,321
add-yield-none,8,100000,1600000,121259509,75,-8697
add-yield-none,12,10,240,362507,1510,2
add-yield-none,12,20,480,342863,714,17
add-yield-none,12,40,960,347922,362,157
add-yield-none,12,80,1920,371086,193,331
add-yield-none,12,100,2400,373400,155,301
